score,cat,signals,penalties,year,source,pmid,doi,journal,title,authors,first_pdate,abstract
1,likely_mr,prot:title|gwas:abs|cohort|nproteins,MR|coloc|drug-target,2025,MED,39895541,10.1161/jaha.124.038193,Journal of the American Heart Association,Proteome-Wide Mendelian Randomization Identifies Therapeutic Targets for Abdominal Aortic Aneurysm.,"Zhang K, Liu Y, Mao A, Li C, Geng L, Kan H.",2025-02-03,"<h4>Background</h4>The proteome is a key source of therapeutic targets. We conducted a comprehensive Mendelian randomization analysis across the proteome to identify potential protein markers and therapeutic targets for abdominal aortic aneurysm (AAA).<h4>Methods and results</h4>Our study used plasma proteomics data from the UK Biobank, comprising 2923 proteins from 54 219 individuals, and from deCODE Genetics, which measured 4907 proteins across 35 559 individuals. Significant proteomic quantitative trait loci were used as instruments for Mendelian randomization. Genetic associations with AAA"
1,likely_mr,prot:title|gwas:abs|cohort|nproteins,MR|coloc|drug-target,2026,MED,41517675,10.1097/md.0000000000045849,Medicine,Exploring new protein biomarkers and therapeutic targets for ankylosing spondylitis through integrated analysis of human plasma proteomics.,"Zeng W, Li Y, Zhang Y, Liu X, Liu S.",2026-01-01,"Ankylosing spondylitis (AS) represents a significant global health challenge, characterized by progressive stiffness and rigidity of the axial skeleton and sacroiliac joints, which severely impact patients' daily activities. Despite the availability of various therapeutic options, a substantial proportion of AS patients remain inadequately managed, underscoring the urgent need for novel treatment strategies. This study aimed to identify potential therapeutic targets for AS by investigating the association between circulating plasma proteins and the risk of developing AS. We conducted a compreh"
1,likely_primary,prot:abs|gwas:abs|denovo-pqtl|cohort,MR|drug-target,2025,MED,40536728,10.1007/s13555-025-01448-5,Dermatology and therapy,Integrative Proteomics and Genomics Identify Novel Biomarkers and Therapeutic Targets in Vitiligo via Mendelian Randomization.,"Yan C, Jiang L, Hu Y, You T, Chen J, Wu S.",2025-06-19,"<h4>Introduction</h4>Given that the proteome is a major source of therapeutic targets, we conducted a proteome-wide Mendelian randomization (MR) combined with transcriptome sequencing analysis to identify candidate protein markers and therapeutic targets for vitiligo.<h4>Methods</h4>Based on protein quantitative trait loci (pQTLs) and genetic associations with vitiligo obtained from the European Bioinformatics Institute (EBI) database (60 vitiligo cases and 402,672 controls), and the UK Biobank (95 vitiligo cases and 337,064 controls), bidirectional MR and colocalization analyses identified ge"
1,likely_mr,prot:title|gwas:abs|cohort|nproteins,MR|coloc|drug-target,2025,MED,39974404,10.21037/tcr-24-1503,Translational cancer research,Potential therapeutic targets for colorectal cancer and its subsites: evidence from the proteome-wide Mendelian randomization analyses.,"Li J, Liu Y, Liu C, Xiao P.",2025-01-20,"<h4>Background</h4>Colorectal cancer (CRC) is the most common malignant tumor of the digestive tract worldwide, however, the potential targets for CRC and its subsites (colon cancer & rectum cancer) are less known. The aim of this study is to explore potential therapeutic targets for CRC.<h4>Methods</h4>A proteome-wide genome-wide association studies (GWAS) in 35,559 Icelanders with 4,907 plasma proteins was used as instrumental variables (P value <5×10<sup>-8</sup>). The discovery stage consisted of the CRC GWAS with the largest sample size (CRC: 14,886 cases; colon: 3,793 cases; rectum: 2,09"
1,likely_primary,prot:abs|gwas:abs|denovo-pqtl|cohort,MR|drug-target,2025,MED,40229327,10.1038/s41698-025-00895-9,NPJ precision oncology,"Multi-omics analysis identifies diagnostic circulating biomarkers and potential therapeutic targets, revealing IQGAP1 as an oncogene in gastric cancer.","Deng C, Xie C, Li Z, Mei J, Wang K.",2025-04-14,"This study employed a multi-omics integration approach to identify circulating biomarkers for gastric cancer (GC). We analyzed plasma and tumor tissue single-cell RNA sequencing data, along with gene and protein quantitative trait loci analyses. Leveraging data from UK Biobank and FinnGen, we investigated genetic associations with GC. Through colocalization, Mendelian Randomization, and various filtering analyses, we identified four genes (IQGAP1, KRTCAP2, PARP1, MLF2) and four proteins (EGFL9 [DLK2], ECM1, PDIA5, TIMP4) as potential GC biomarkers. These were selected based on significant gene"
1,likely_primary,prot:abs|gwas:abs|denovo-pqtl|cohort,MR|drug-target,2025,MED,40001646,10.3390/bioengineering12020126,"Bioengineering (Basel, Switzerland)",Identification of Potential Therapeutic Targets for Sensorineural Hearing Loss and Evaluation of Drug Development Potential Using Mendelian Randomization Analysis.,"Ding S, Tong Q, Liu Y, Qin M, Sun S.",2025-01-29,"<b>Background:</b> Sensorineural hearing loss (SNHL) is a major contributor to hearing impairment, yet effective therapeutic options remain elusive. Mendelian randomization (MR) has proven valuable for drug repurposing and identifying new therapeutic targets. This study aims to pinpoint novel treatment targets for SNHL, exploring their pathophysiological roles and potential adverse effects. <b>Methods:</b> This research utilized the UKB-PPP database to access cis-protein quantitative trait locus (cis-pQTL) data, with SNHL data sourced from the FinnGen database as the endpoint for the MR causal"
1,likely_primary,prot:abs|gwas:abs|denovo-pqtl|cohort,MR|drug-target,2025,MED,40855105,10.1038/s41598-025-16101-6,Scientific reports,Identifying potential drug targets for postoperative abdominal wall hernia using Mendelian randomization: a multi-omics study.,"Sun C, Liu G, Liu T, Gong H.",2025-08-25,"This study aims to identify potential drug targets for postoperative abdominal wall hernia. Mendelian Randomization (MR) was applied to integrate data from druggable gene libraries, cis-pQTL data, and cis-eQTL data to analyze postoperative abdominal wall hernia in the FinnGen R11 population. Sensitivity and heterogeneity tests were conducted, along with reverse causality validation, to explore potential drug targets. A colocalization analysis was performed based on three cis-pQTL databases and cis-eQTL databases. Linkage disequilibrium was verified using Summary Data-Based Mendelian Randomizat"
1,likely_primary,prot:abs|gwas:abs|denovo-pqtl|cohort,MR|drug-target,2025,MED,40211130,10.1186/s12885-025-13979-3,BMC cancer,Investigating potential drug targets for the treatment of glioblastoma: a Mendelian randomization study.,"Zhang H, Wang Z, Qiao X, Wu J, Cheng C.",2025-04-10,"Glioblastoma (GBM), one of the most aggressive brain tumors, has a 5-year survival rate of less than 5%. Current standard therapies, including surgery, radiotherapy, and temozolomide (TMZ) chemotherapy, are limited by drug resistance and the blood-brain barrier. Integrating expression quantitative trait loci (eQTL) and protein quantitative trait loci (pQTL) data has shown promise in uncovering disease mechanisms and therapeutic targets. This study combined eQTL and pQTL analyses to identify potential GBM-related genes and circulating plasma proteins for therapeutic exploration. Using transcrip"
1,likely_primary,prot:abs|gwas:abs|denovo-pqtl|cohort,MR|drug-target,2025,MED,41333034,10.2147/jir.s543644,Journal of inflammation research,Multi-Omics Mendelian Randomization Identifies Therapeutic Targets for Sjögren's Disease with Clinical and Bayesian Validation.,"He J, Li K, Guo Z, Zhou X, Tang X.",2025-11-27,"<h4>Background</h4>There are currently no effective pharmacological treatments for Sjögren's disease (SjD). Our study aims to identify potential therapeutic targets for the condition using druggable genome-wide Mendelian randomization (MR).<h4>Methods</h4>Druggable genome data were obtained from the Drug-Gene Interaction Database (DGIdb) and the study by Finan et al. We then integrated these druggable genes with blood-derived cis-eQTL, cis-mQTL, and cis-pQTL datasets, each analyzed separately in two-sample MR analyses using SjD GWAS summary statistics as the outcome, applying a genome-wide MR "
1,likely_primary,prot:abs|gwas:abs|denovo-pqtl|cohort,MR|drug-target,2026,MED,41570284,10.1097/js9.0000000000004770,"International journal of surgery (London, England)",Multi-omics analysis identifies TBCB as a therapeutic target in sepsis-induced liver injury.,"Ma X, Peng Z, Lei K, Xu W, Lu J, Mei Z, Wen D, Li C, Liu Z.",2026-01-23,"<h4>Background</h4>This study aimed to identify potential therapeutic targets for sepsis and elucidate the underlying molecular mechanisms, with a particular focus on the liver as a key target organ for experimental validation.<h4>Methods</h4>Here, two sequential studies were conducted to uncover and characterize therapeutic targets involved in sepsis-induced liver injury. In Study 1, a proteome-wide Mendelian randomization (MR) analysis was performed using protein quantitative trait loci from deCODE (n = 35 559 Icelanders), UK Biobank (n = 54 219), ARIC (n = 7213 European Americans; n = 1871 "
1,likely_primary,prot:abs|gwas:abs|denovo-pqtl|cohort,MR|drug-target,2024,MED,39370703,10.1177/00220345241272045,Journal of dental research,Genetically Supported Drug Targets and Dental Traits: A Mendelian Randomization Study.,"Liu L, Wang T, Duan C, Mao S, Wu B, Chen Y, Huang D, Cao Y.",2024-10-06,"Current interventions for oral/dental diseases heavily rely on operative/surgical procedures, while the discovery of novel drug targets may enable access to noninvasive pharmacotherapy. Therefore, this study aims to leverage large-scale data and Mendelian randomization (MR) techniques, utilizing genetic variants as instruments, to identify potential therapeutic targets for oral and dental diseases supported by genetic evidence. By intersecting 4,302 druggable genes with expression quantitative trait loci from 31,684 blood samples, we identified 2,580 druggable targets as exposures. Single nucl"
1,likely_mr,prot:title|gwas:abs|cohort|nproteins,MR|coloc|drug-target,2025,MED,41048997,10.7150/jca.115044,Journal of Cancer,Identification of Plasma Protein Biomarkers and Drug Targets for Hematologic Malignancies by Proteome-wide Mendelian Randomization.,"Pan T, Zhang J, Wang X, Song Y.",2025-09-03,"<b>Background:</b> It has been reported that the proteome in blood was an important source for biomarker and therapeutic target discovery. However, up to now, few proteomes have been identified with the risk of hematologic malignancies. <b>Methods:</b> Genome-wide association studies (GWASs) including 3,083 plasma proteins are based on data from 54,219 people in the UK Biobank Pharma Proteomics Project (UKB-PPP) and 35,559 individuals from Iceland (deCODE). Genetic correlations with 33 hematologic malignancies were derived from the FinnGen cohort and the UK Biobank Data. Further studies, inclu"
1,likely_mr,prot:abs|gwas:abs|cohort|nproteins,MR|coloc,2026,MED,41626871,10.1167/iovs.67.2.4,Investigative ophthalmology & visual science,"Large-Scaled Proteomics Analysis for Glaucoma: Integrated Genetics, Multi-Omics, UK Biobank and Therapeutic Analysis.","Xu J, Gao Y, Yu J, Xu Z, Zhang Y, Pang CP, Tham CC, Yam JC, Chen LJ.",2026-02-01,"<h4>Purpose</h4>To identify plasma proteins associated with glaucoma and assess the translational potential of key proteins as both biomarkers and therapeutic targets.<h4>Methods</h4>Genome-wide association study data were obtained from the UK Biobank Pharma Proteomics Project, FinnGen, and the Million Veteran Program. We used a four-stage analytical framework: Stage 1 applied Mendelian randomization and Bayesian colocalization to evaluate associations between 2923 plasma proteins and glaucoma; Stage 2 used summary-based Mendelian randomization to explore transcriptomic and epigenomic associat"
1,likely_primary,prot:abs|gwas:abs|denovo-pqtl|cohort,MR|drug-target,2025,PPR,,10.21203/rs.3.rs-6680735/v1,"{'publisher': 'Research Square', 'yearOfPublication': 2025}",Integrative mediation and multi-omics analysis to decode Aortic dissection’s genetic causal phenotype and potential therapeutic targets,"Cui Y, Wu J.",2025-06-04,"<title>Abstract</title>  <p><bold>Background</bold> Aortic dissection(AD) is a fatal cardiovascular emergency associated with inflammation, immunity, and metabolic factors. Understanding the underlying etiology and identifying pathogenic targets of AD is essential for its prevention, accurate diagnosis, and effective treatment. <h4>Objective:</h4> We sought to elucidate the mediating role of metabolites in the causal relationship between inflammation-related proteins, immune cells, diet and AD. Additionally, we sought to identify potential therapeutic targets for the management of AD.<bold>Met"
